,movieName,Metascore_w,Author,AuthorHref,Date,Summary,InteractionsYesCount,InteractionsTotalCount,InteractionsThumbUp,InteractionsThumbDown,sentiment_tuple,sentiment_polarity,sentiment_subjectivity,rel_sent,abs_sent
26302,obvious-child,4,TVJerry,/user/TVJerry,"Jul  1, 2014","[ ""I'm not a fan of \""Girls\"" and I’m not a fan of the lead character in this movie (played by Jenny Slate). She seems to inhabit the same mundane world from the HBO series, but her character makes it less appealing: she's a comedian who's not funny and a whiny, wimpy woman who's not sympathetic. Many aspects of her life start to crumble, when she meets a sweet man who changes things (and he's the only bright spot). When you don't care about the self-destructive, self-indulgent pivotal character and don't find her humor amusing, there's not much to like."" ]",2.0,3.0,2.0,1.0,"(0.18012820512820513, 0.6006410256410256)",0.18012820512820513,0.6006410256410256,1.4132730015082957,0.17564102564102563
170909,moonrise-kingdom,6,TVJerry,/user/TVJerry,"Jun 28, 2012","[ ""Wes Anderson's latest takes place on a New England island in the 60s. A pre-pubescent couple runs off, while a group of family and others tries to find them. The director has taken his deadpan style and dense visual statements to it's extreme. I kept waiting to be charmed and amused, while everyone around me was delighted. It's an interesting stylistic escape, but just too twee for my taste."" ]",3.0,4.0,3.0,1.0,"(0.13267045454545454, 0.6005681818181818)",0.13267045454545456,0.6005681818181818,1.4131016042780749,0.17556818181818185
40744,the-impossible,7,TVJerry,/user/TVJerry,"Jan  8, 2013","[ ""A vacationing family (headed by Naomi Watts & Ewan McGregor) is ripped apart and struggles to survive the 2004 tsunami in Thailand. From the jarring opening image it's obvious that this is going to be heavy-handed and manipulative. The disaster is impressively imagined and their plight is certainly daunting. Even with all the pain and emotion, the frequently ominous direction and menacing music telegraphed the situations. Performances, including the 3 sons, are strong and special effects are convincing. There was something about it that left me flat. I was absorbed throughout, but never caught up in the drama. To me the 2006 HBO film \""Tsunami: The Aftermath\"" was better."" ]",0.0,0.0,0.0,0.0,"(0.19831349206349205, 0.6000992063492063)",0.19831349206349205,0.6000992063492063,1.411998132586368,0.17509920634920634
32585,the-lego-movie,7,TVJerry,/user/TVJerry,"Feb 18, 2014","[ ""The popular building block toy has its own world in this typical animated adventure: an ordinary Lego figure ends up in a quest to save the world from an evil tyrant. There's a liberal sprinkling of in jokes and snappy grown-up references. The visual style is cluttered, none of the characters are particularly memorable and the many chases are lively but unfocused. The pacing starts to lag near the end. Still, the sometimes creative visuals and overall energetic approach should please eager young viewers, giving fans of the form plenty to play with."" ]",0.0,2.0,0.0,2.0,"(0.11464646464646465, 0.6000000000000001)",0.11464646464646465,0.6000000000000001,1.4117647058823533,0.1750000000000001
4067,walking-with-the-enemy,7,TVJerry,/user/TVJerry,"May  6, 2014","[ ""Inspired by a true story, this film follows a brave young man (Jonas Armstrong) who poses as a Nazi officer to save other Jews in Budapest. This well-constructed (if not somewhat formulaic) film depicts German cruelty and the bravery of those who stood up to them. It's attractively shot, well acted and directed with passion. Although the drama sometimes gets a bit heavy-handed, it remains an absorbing fim with a charismatic leading man. My minor beefs: everyone speaks with accents (in their own language!) and Armstrong always has a 5 o'clock shadow (which the Nazis would never tolerate)."" ]",0.0,0.0,0.0,0.0,"(0.3022727272727273, 0.5977272727272728)",0.3022727272727273,0.5977272727272728,1.4064171122994653,0.17272727272727278
37542,the-big-wedding,4,TVJerry,/user/TVJerry,"Apr 28, 2013","[ ""When the biological mother of an adopted son comes for the wedding, the divorced parents (Robert De Niro & Diane Keaton) have to pretend to be married again. This causes problems with the current gf (Susan Sarandon), while the other siblings (Katherine Heigl, Topher Grace) bring their own issues. As you can see, the cast if full of gifted comic actors and they bring their talents to bear. The writing doesn't match up: The plot is stale and hardly ever funny. It's full of comic energy, but lite on laffs."" ]",1.0,1.0,1.0,0.0,"(0.15694444444444444, 0.5972222222222222)",0.15694444444444444,0.5972222222222222,1.4052287581699348,0.17222222222222222
21121,mr-turner,7,TVJerry,/user/TVJerry,"Mar 19, 2015","[ ""Although this biopic is about British painter J.M.W. Turner, it's more about his peculiar personality and unconventional life than his art. He spends lots of time observing nature and painting it, but he also visits important patrons, storms thru the Royal Academy and has time to sexually use one woman and fall for another. Timothy Spall gives a bravura performance in the title role, gruffly grunting his way thru all of his encounters. It's a fascinating portrait with plenty of eccentric supporting characters (as is common with director Mike Leigh). Cinematographer Dick Pope has infused every shot, including the lovely landscapes, with a soft palette and lustrous glow. At 150 minutes, I was rooting for him to die before it was over, but other than the extended length, the film presents a fascinating portrayal of an important artist."" ]",0.0,0.0,0.0,0.0,"(0.2788461538461538, 0.5967948717948718)",0.2788461538461538,0.5967948717948718,1.4042232277526396,0.1717948717948718
166105,friends-with-benefits,8,TVJerry,/user/TVJerry,"Jul 26, 2011","[ ""Justin Timberlake & Mila Kunis agree to a sex-only friendship, but the inevitable happens. A film like this depends on clever writing and good chemistry and this one has both. There are plenty of funny lines and some enjoyable supporting characters (loose mom Patrician Clarkson and big gay jock Woody Harrelson), but it's the electricity between Timberlake and Kunis that gives it that extra spark. Interesting: JT is sans clothes in many scenes, while Mila remains modest (nary a nipple).  While there's nothing exceptional about this movie, it's an entertaining and enjoyable summer hit. NOTE: Stay thru the credits for outtakes from the movie-within-a-movie."" ]",0.0,0.0,0.0,0.0,"(0.3108173076923077, 0.5959935897435896)",0.3108173076923077,0.5959935897435896,1.4023378582202108,0.17099358974358964
167379,the-help,9,TVJerry,/user/TVJerry,"Aug 15, 2011","[ ""A journalism graduate (Emma Stone) decides to write a book from the POV of black maids in her 60s Mississippi town. The story alternates between her upscale friends (who practice an embedded type of genteel racism) and the maids (who quietly suffer the indignities). The performances are all-around exceptional, but Viola Davis' subtle torment is a surefire award winner. The gorgeous period styling and assured direction also contribute to this Oscar magnet: a funny, warm and powerful cinematic classic."" ]",0.0,0.0,0.0,0.0,"(0.21666666666666662, 0.5939393939393939)",0.21666666666666665,0.5939393939393939,1.3975044563279857,0.1689393939393939
49641,the-guard,6,TVJerry,/user/TVJerry,"Sep 11, 2011","[ ""Brendan Gleeson stars as an cheeky police officer in a small Irish village. A huge drug deal brings an American FBI agent (Don Cheadle) to this fish-out-of-water comedy. While an irreverent spirit pervades the police procedural and provides gentle chuckles, the plot is pretty ho-hum. This is the kind of genteel, mildly amusing comedy that the older, \""cinema\"" crowds soaks up."" ]",0.0,0.0,0.0,0.0,"(0.21851851851851856, 0.5925925925925926)",0.21851851851851856,0.5925925925925926,1.3943355119825707,0.16759259259259257
16123,the-young-and-prodigious-ts-spivet,6,TVJerry,/user/TVJerry,"Aug  1, 2015","[ ""This is the latest from fanciful French director Jean-Pierre Jeunet and it exhibits many of his signature flourishes: quirky characters, rich visuals and momentary flights of fantasy. Spivet is a brilliant 10-year-old boy who invents the perpetual motion machine and travels across the country by himself to receive an award from the Smithsonian. After a setup on his family farm in Montana, the mildly adventurous trip cross country ends up with his celebration in DC. The performances are engaging and the creativity is undeniable, but it sometimes feels more forced than delightful. It's a bit bland and takes too long, but not without some cinematic charm."" ]",0.0,0.0,0.0,0.0,"(0.2772222222222222, 0.5922222222222223)",0.2772222222222222,0.5922222222222223,1.3934640522875819,0.16722222222222233
198515,mike-and-dave-need-wedding-dates-2016,7,TVJerry,/user/TVJerry,"Jul 14, 2016","[ ""Adam Devine and Zac Efron play hard-partying brothers who have to get civilized dates for their sister's wedding. As expected, they end up with an equally-wild duo (Anna Kendrick & Aubrey Plaza). The filmmakers didn't fall for the current trope of outlandish jokes and gross-out gags. Instead, they allowed the characters (and occasional funny lines) to carry the comedy. Devine is the focus of the fun: his wacky, uninhibited antics make the movie. The others are enjoyable and add to the upbeat energy. While this isn't a breakthru in any way, it does make for an entertaining \""date.\"""" ]",2.0,2.0,2.0,0.0,"(0.2611111111111111, 0.5916666666666667)",0.2611111111111111,0.5916666666666667,1.3921568627450982,0.16666666666666669
3950,guardians-of-the-galaxy-vol-2,3,TVJerry,/user/TVJerry,"May 11, 2017","[ ""Here's my review of the first one. Nothing has changed, so why waste my time being original when the filmmakers didn't."", ""The latest Marvel mashup brings a ragtag gang of unusual characters together to save the universe. This opens things up for irreverent humor, which isn’t always is seldom that funny. Action is inevitable, but most of it is fast & noisy without standing out. There’s also lots to look at, including dozens of fun creatures and some cool design. (New this time: the middle bogs way down with too much dull drama and little Groot is just precious.) The playful tone and unusual individuals make it entertaining, but the underlying lack of originality keeps it from soaring."", ""I gave the original 3 stars, but I'm only doing 1.5 for this one (half as many stars for a half-assed movie). NOTE: To make sure you watch all the credits, hey've spread out the teaser jokes throughout them."" ]",2.0,7.0,2.0,5.0,"(0.18939898989898993, 0.5912929292929292)",0.18939898989899,0.5912929292929292,1.3912774806892452,0.16629292929292921
39227,a-glimpse-inside-the-mind-of-charles-swan-iii,6,TVJerry,/user/TVJerry,"Feb 20, 2013","[ ""This film has been flying under the radar and/or may be the target of a Charlie Sheen backlash. Either way, it's got a pretty good pedigree. Sheen plays a graphic designer who's suffering over a breakup. Bill Murray and Jason Schwartzman deliver amusing comic turns and director Roman Coppola gives the whole thing a lighthearted touch. This could have been called \""The Mind of Charlie Kaufman,\"" because the flimsy narrative detours thru several fantasy sequences. Also, scenes end abruptly and a score by Liam Hayes often takes focus. This is a small, bouncy \""glimpse,\"" but it not without charm and occasional humor. The closing \""credit\"" scene is pretty cool."" ]",1.0,2.0,1.0,1.0,"(0.18541666666666665, 0.5895833333333335)",0.18541666666666665,0.5895833333333335,1.3872549019607847,0.16458333333333347
26460,begin-again,7,TVJerry,/user/TVJerry,"Jul 17, 2014","[ ""Mark Ruffalo plays a washed-up record exec who hears singer/songwriter Keira Knightley and decides to make a recording with her…outdoors all over New York City. Considering the subject and the writer/director (John Carney, who did the same for \""Once\"") you can expect lots of music. The soundtrack is filled with pleasant poppy songs, none of which are memorable. Ruffalo is interesting as always and Knightley may be the most charming she's ever been. Adam Levine co-stars as her ex and does fine as an actor (of course, he sings). The situations are predictable and the dialogue isn't especially sharp, but the appealing actors and plentiful music make it likeable."" ]",1.0,1.0,1.0,0.0,"(0.3116113053613053, 0.5888111888111888)",0.3116113053613053,0.5888111888111888,1.3854380913204443,0.16381118881118878
49676,colombiana,5,TVJerry,/user/TVJerry,"Aug 31, 2011","[ ""A young Colombian girl watches crime lords kill her parents. When she grows up, she becomes Zoe Saldana, a stealth assassin who sets out to reek her revenge. The film spends most of the time watching her complete several elaborate murders. They're interesting, but not especially imaginative or thrilling. Saldana is sexy and strong, but the film is destined to fade into oblivion."" ]",1.0,2.0,1.0,1.0,"(0.2733333333333333, 0.5883333333333334)",0.2733333333333333,0.5883333333333334,1.3843137254901963,0.16333333333333339
51749,127-hours,9,TVJerry,/user/TVJerry,"Dec  1, 2010","[ ""Danny Boyle's filmmaking skills turn a relatively static situation into dynamic cinema. This film is based on the true story of Aron Ralston (played by James Franco), who was hiking alone in Utah, when his arm got trapped under a bolder. To keep it involving, his attempts to free himself are intercut with his survival efforts, flashes of imagination, and even humor. The exceptional editing and Franco's compelling performance solidify the effect. The self-amputation scene isn't so harrowing that it should keep you away."" ]",1.0,1.0,1.0,0.0,"(0.288095238095238, 0.588095238095238)",0.288095238095238,0.5880952380952379,1.3837535014005597,0.1630952380952379
202168,assassins-creed,4,TVJerry,/user/TVJerry,"Dec 29, 2016","[ ""The last movie by director Justin Kurzel was \""Macbeth\"", which marked him as an impressive visual stylist. His latest, based on the popular video games, still boasts impressive visuals, but lacks the narrative heft to make it work. Michael Fassbender plays the last descendant of the Assassins, a secret society that battles the Templars for an end to violence and mankind's free will. The simplistic plot is one that only a video game could spawn and it's inevitably peppered with lots of action. Kurzel has created dense imagery (with lots of dust and smoke) and his fights are high-energy, although ultimately repetitive and tiresome. The best thing that I can say about this film is that Fassbinder spends about 1/3 of it fighting and flexing shirtless."" ]",4.0,13.0,4.0,9.0,"(0.14722222222222225, 0.587962962962963)",0.14722222222222225,0.587962962962963,1.3834422657952072,0.16296296296296303
35034,prisoners,7,TVJerry,/user/TVJerry,"Sep 24, 2013","[ ""It happens on a happy Thanksgiving: Two families who have gathered to celebrate discover their daughters have disappeared. While there's a cop on the case (Jake Gyllenhaal), one of the fathers (Hugh Jackman) decides to take matters into his own hands (with some unpleasant results). This isn't really a revenge flick, as much as an often intense crime drama. The cast is uniformly excellent and much of the movie is compelling, but the 2 1/2-hour length could have used some cutting. Much of the middle simply drags on. That being said, it's a complex story that's effectively told."" ]",0.0,0.0,0.0,0.0,"(0.1633333333333333, 0.5871428571428573)",0.1633333333333333,0.5871428571428573,1.3815126050420172,0.1621428571428573
1697,tommys-honour,5,TVJerry,/user/TVJerry,"Apr 20, 2017","[ ""Many sports flicks skim around the sports in favor of exploiting the personal challenges and the struggle to win. Instead, this one spends more than half of the time on the golf course with only a taste of friction to add drama. It's based on the true story of a father/son in 19th century Scotland. The elder is considered the architect of the modern game while his son built a rep as an exceptional player. The narrative depicts important milestones in the history of golf, but it doesn't spend sufficient time on conflicts or relationships. As a result, it's an interesting history lesson. The performances are appealing (although those brogues sometimes make the dialogue a challenge), but like golf, I didn't find viewing especially stimulating."" ]",0.0,0.0,0.0,0.0,"(0.275, 0.5869047619047619)",0.275,0.5869047619047619,1.3809523809523812,0.16190476190476194
183001,her,6,TVJerry,/user/TVJerry,"Jan 22, 2014","[ ""Joaquin Phoenix plays an earnest man who leads a quiet life in slightly-future LA. He loads a new operating system on his computer (voiced by Scarlett Johansson) and they end up passionately in love. Director Spike Jonze has written a unique story and endowed it with sweet ruminations on love and life. Cinematographer Hoyte Van Hoytema has created a lovely look with soft light and shallow focus. The whole film has a wistful, quiet quality that's heartfelt, but there are too many scenes of Phoenix in solo conversations with his OS. I also had problems with some stuff being modern and cool, while other things (esp. the fashion) look disappointingly unfuturistic. Despite its good qualities, this could have been a short and would have been charming. For me it's just too long and too precious."" ]",3.0,7.0,3.0,4.0,"(0.21317523056653492, 0.5867918313570488)",0.21317523056653487,0.5867918313570488,1.3806866620165854,0.16179183135704883
46685,chronicle-2012,6,TVJerry,/user/TVJerry,"Feb 14, 2012","[ ""After discovering a mysterious \""rock\"" in a hole, three guys become able to move things with their mind. This starts out cool and fun, but develops into the inevitable grand disaster. The effects are numerous and convincing, but the pacing is often slack. The movie is created from \""found\"" footage (a la \""Cloverfield\"" and \""Paranormal Activity\""), which creates a subjective and non-traditional narrative flow. You have to go with this flow to accept the story, but the real question is: is it worth the teenage angst and tedium for a lot of cool visuals?"" ]",2.0,5.0,2.0,3.0,"(0.25, 0.5854166666666666)",0.25,0.5854166666666666,1.3774509803921566,0.1604166666666666
192229,chappie,6,TVJerry,/user/TVJerry,"Mar 10, 2015","[ ""What's advertised as an action film is actually a somewhat soppy sentimental story. Future Johannesburg is patrolled by a force of mechanized police that have restored order to the crime-ridden streets. A trio of criminals ends up with a rogue robot that's been programmed with consciousness, giving it a child's innocent mindset. Instead of cool fights, there's lots of rash dialogue, hurried activity and numerous efforts to create an endearing creature out of Chappie. The South African duo from Die Antwoord, who have major roles, are raw and unusual looking, but not especially strong as actors. There are fallacies in the logic that border on ridiculous and only one good final battle (with yet another machine). Still, director Neill Blomkamp manages to keep it interesting and the creation of the robot itself is pretty compelling."" ]",1.0,4.0,1.0,3.0,"(0.12700320512820512, 0.5851602564102564)",0.12700320512820512,0.5851602564102564,1.3768476621417798,0.16016025641025639
19542,get-hard,4,TVJerry,/user/TVJerry,"Mar 31, 2015","[ ""When a pompous investment banker (Will Farrell) is convicted of a crime, he hires the only black man he knows (Kevin Hart) to prepare him for prison. The premise is promising, but the movie relies on lame predictable subjects (gay panic, racial stereotypes, obvious villains) instead of genuine comic writing. Hart's motor mouth provides most of laffs, while Farrell's broad, buffoon style is often annoying. There are memorable out comic moments and almost nobody in the supporting cast adds any humor (T.J. Jagodowski's friendly gay is an exception). The dialogue feels like writer/director Elan Cohen let the 2 leads improvise most of the bits and didn't exercise any control on their effusive styles. Their chemistry's not bad and there are some funny parts, but more often it just tries too hard."" ]",1.0,3.0,1.0,2.0,"(0.1375, 0.5835144927536232)",0.1375,0.5835144927536232,1.3729752770673487,0.15851449275362323
14872,pan,4,TVJerry,/user/TVJerry,"Oct 22, 2015","[ ""This Peter Pan prequel starts with the boy as an orphan who's whisked away by pirates in a flying ship to Neverland, where he encounters the major characters that make up the myth: Tiger Lily (Rooney Mara), James Hook (Garrett Hedlund) and Blackbeard (Hugh Jackman). We've become so enamored of dazzling special effects that the visuals here, even though beautifully designed, never capture the imagination. The continuous action is energetic, but not really exciting and the performances vary from weird (Jackman) to downright hammy (Hedlund). Dramatic director Joe Wright is literally out of his element with this big adventure. The most compelling moments are the early orphanage scenes. Otherwise, it's launches like big-budget, but never realizes the flight of fantasy."" ]",2.0,3.0,2.0,1.0,"(0.1874084249084249, 0.5824175824175823)",0.1874084249084249,0.5824175824175823,1.370394311570782,0.15741758241758236
160099,wall-street-money-never-sleeps,8,TVJerry,/user/TVJerry,"Oct  3, 2010","[ ""This sequel takes up 8 years after Gekko has been released from jail and the economy is going crazy. Although his influence is felt throughout, this narrative follows a driven young stockbroker (Shia LaBeouf) and his girlfriend (Carey Mulligan), who happens to be Gekko's daughter. Navigating the financial details is a challenge, but the basics of love and revenge are pretty clearly spelled out. Director Oliver Stone is at the top of his game: rich locations, attractive cinematography, snazzy editing and uniformly rich performances. If only the screenplay were a little less trite and filled with attempts at profundity, it would be a great film."" ]",2.0,3.0,2.0,1.0,"(0.16151960784313726, 0.5823529411764706)",0.16151960784313724,0.5823529411764706,1.370242214532872,0.15735294117647064
8928,maggies-plan,5,TVJerry,/user/TVJerry,"Jun 15, 2016","[ ""Even though she's supposed to be quirky and charming, I've never found Greta Gerwig either (in this movie or her 2 other leads in Frances Ha & Mistress America). She plays a woman ready to have a baby, when she falls for a married man (Ethan Hawke). Complications ensue when his ex-wife (Julianne Moore, in a fun take on a Danish intellectual) gets in the mix. This feels like a minor Woody Allen film: New York locations, a group of academics, confused love and plenty of neuroses. Although it's moderately involving, it's hardly ever funny, clever or especially unique. Plus, I found most of the other actors more interesting than Gerwig."" ]",3.0,4.0,3.0,1.0,"(0.20306818181818181, 0.5814772727272728)",0.2030681818181818,0.5814772727272728,1.3681818181818184,0.1564772727272728
55070,the-town,8,TVJerry,/user/TVJerry,"Oct  3, 2010","[ ""Ben Affleck's latest directorial effort stars him as the leader of a quartet of rough bank robbers in the Charlestown section of Boston. After he falls for the hostage from their latest heist, he tries to go straight. While the performances are uniformly strong and the action is taut, the predictable story and indulgent soliloquies keep the film from being as powerful as it might have been. One thing I don't understand: why do Affleck and John Hamm (the FBI guy) always have thick 5 o'clock shadows?"" ]",0.0,0.0,0.0,0.0,"(0.13333333333333336, 0.5808333333333333)",0.13333333333333336,0.5808333333333333,1.3666666666666667,0.15583333333333332
1921,a-quiet-passion,3,TVJerry,/user/TVJerry,"May 24, 2017","[ ""Let me start by stating that I'm not a poetry fan (unless it's a naughty limerick), but even if I were a fierce devotee, this dreary biopic would have faded my fervor forever. It follows poet Emily Dickinson (Cynthia Nixon) from her early years to her final reclusive, pain-racked days. This film is over 2 hours, but without the interminable pauses between EVERY line, it would run less than an hour. The pacing is dreadful, the stilted language borders on pretentious and the endless misery isn't mitigated by the occasional readings of her poems. There are some attractive costumes and the stark gentility of the period is interesting, but the incredible tedium that pervades the pacing drains any hope of redemption. The best thing about the movie is the clever way they morphed the family members from their teen versions to the adult actors."" ]",1.0,2.0,1.0,1.0,"(0.10156250000000001, 0.5796875000000001)",0.1015625,0.5796875000000001,1.3639705882352944,0.15468750000000014
27477,neighbors,6,TVJerry,/user/TVJerry,"May 15, 2014","[ ""Seth Rogen and Rose Byrne are a happy new parents, who find a fraternity moving in next door (with Zac Efron as president). This leads to the inevitable lifestyle conflicts and noise complaints. There's a high level of comic energy and some amusing moments, but much of it seems forced. The dialogue between Rogen & Byrne often feels unscripted and goes on too long. Many of the bits are taken too far just for the outrageous effect. The cast is populated with supporting characters that could have been funny, but lacked that extra zing. The good-natured fun and upbeat enthusiasm keeps the film from ever being dull, but it also camouflages the fact that much about it isn't that original or funny."" ]",0.0,1.0,0.0,1.0,"(0.1513498622589532, 0.579297520661157)",0.1513498622589532,0.579297520661157,1.3630529897909578,0.15429752066115704
28010,the-face-of-love,5,TVJerry,/user/TVJerry,"Apr  7, 2014","[ ""This is a Lifetime Movie of the Week with an A-list cast. Annette Bening meets a man (Ed Harris) who looks just like her dead husband (also played by Harris). Nothing that happens next is in any way original. She's too glum for too long and he's too perfect, patient and understanding. While the actors create a compelling couple, the painfully predictable plot, uninspired script and lackluster direction undermine any hope of making this movie special (except maybe a Special Movie Event on cable)."" ]",0.0,0.0,0.0,0.0,"(0.14392857142857146, 0.5792857142857143)",0.14392857142857146,0.5792857142857143,1.3630252100840337,0.1542857142857143
38796,the-great-gatsby,8,TVJerry,/user/TVJerry,"May 15, 2013","[ ""Director Baz Luhrmann creates extravagant and exceptional cinematic imagery. The first 90 minutes of this 2:23 long movie bristle with electric energy: dazzling mise en scene, dynamic pacing and gorgeous cinematography. Once the dramatic conflict grabs hold, it slams to a stop and starts to feel long. Leonardo DiCaprio gives a subdued, but nuanced performance in the title role. Tobey Maguire (Carraway) is appropriately bland and the ladies are lovely. The soundtrack, a mashup of 20s period, jazz, hip hop and R&B, is outstanding right thru the credits. This is a big, glamorous motion picture. A bit emotionally slight, but impressive to appreciate."" ]",0.0,2.0,0.0,2.0,"(0.23660714285714282, 0.5787946428571428)",0.2366071428571428,0.5787946428571428,1.3618697478991595,0.15379464285714278
194550,trumbo-2015,7,TVJerry,/user/TVJerry,"Nov 26, 2015","[ ""Bryan Cranston creates a distinctive character as Dalton Trumbo, a successful screenwriter in 40s Hollywood until the Communist scare got him blacklisted. Although there are plenty of other interesting performances (Helen Mirren as Hedda Hopper is especially delicious), it's dominated by Cranston/Trumbo's wiseacre dialogue and outsize personality. The period recreations add visual appeal and the costumes are especially attractive (every tie is fantastic). The writing is snappy and involving, but the story sags in the middle when the drama drags it down. Still, a fascinating history lesson centered around Cranston's potent portrayal."" ]",2.0,2.0,2.0,0.0,"(0.41540404040404044, 0.5785353535353536)",0.4154040404040405,0.5785353535353536,1.3612596553773026,0.15353535353535358
167171,5050,9,TVJerry,/user/TVJerry,"Oct  3, 2011","[ ""Joseph Gordon-Levitt plays a nice guy who finds out he has a serious form of cancer. While he deals with the unpleasant side effects of his treatment and the reactions of the women in his life, his best friend (Seth Rogen) supports him with plenty of humor. There are moments of pain and earnest drama, but a good laugh is never far away. Rogen shines with his constant comic comments and Gordon-Levitt delivers another touching, but strong performance. Don't be dismayed by the subject and enjoy the jokes!"" ]",5.0,5.0,5.0,0.0,"(0.23717948717948717, 0.5782051282051281)",0.2371794871794872,0.5782051282051281,1.3604826546003015,0.15320512820512816
189955,american-sniper,9,TVJerry,/user/TVJerry,"Jan 20, 2015","[ ""Bradley Cooper adds 40 pounds of muscle and a Texas twang to remarkably transform himself into Chris Kyle, a Navy SEAL who became a legend, literally, because of his ability as a sniper. The majority of this film takes place during his enemy encounters in Iraq, all shot with controlled, precise skill by director Clint Eastwood. This alternates with his struggles to adapt to the civilian world of husband and father, presented by Eastwood with empathy but restrained emotion. Although some scenes go on too long, the film's quiet intensity, the character's determination and Cooper's performance make for a compelling experience."" ]",11.0,25.0,11.0,14.0,"(0.27999999999999997, 0.5766666666666668)",0.28,0.5766666666666668,1.3568627450980395,0.15166666666666678
13529,effie-gray,5,TVJerry,/user/TVJerry,"Apr  5, 2015","[ ""Emma Thompson wrote (and has a small role) in this film that's based on the true story of a teenager (Dakota Fanning), who's married to famous Victorian art critic John Ruskin (Greg Wise). He's unloving, uncaring and uninvolved with her, which causes much anxiety before she finally takes action. Fanning is stripped down to her most plain, but it doesn't motivate her flat performance. It's ironic that such a talented actor like Thompson ended up with such a disappointing lead in her creation. There are some lovely locations (esp. Venice), but the story unfolds too slowly, bleakly and without sufficiently interesting characters or situations."" ]",0.0,0.0,0.0,0.0,"(0.1127579365079365, 0.5760515873015872)",0.1127579365079365,0.5760515873015872,1.3554154995331464,0.15105158730158724
3541,ghost-in-the-shell-2017,5,TVJerry,/user/TVJerry,"Apr  4, 2017","[ ""This future vision of our world features dazzling cityscapes with giant 3D advertising. That's the best thing about this film, which takes place in an advanced world where people are cyber-ehananced. Even so, they still use guns with old-school bullets (than often miss their target) and they drive their own cars. Scarlett Johansson has her brain implanted into an artificial body and becomes a crime fighter. But it couldn't be that simple: She has to have an existential crisis about who she really is. There's plenty of fast action, but it doesn't feature innovative fights or even clear editing. Despite the noisy encounters, trite plot and advanced paranoia, this film's best asset is its cool visuals."" ]",3.0,6.0,3.0,3.0,"(0.3125, 0.5759672619047619)",0.3125,0.5759672619047619,1.355217086834734,0.1509672619047619
11039,pride-and-prejudice-and-zombies,6,TVJerry,/user/TVJerry,"Feb  5, 2016","[ ""As you can tell from the title, this Jane Austen classic has added the undead to the story of social class and romance. Sounds like it could be campy fun, but the filmmakers have taken it very seriously. Sure, the Bennett sisters dispatch zombies with kickass efficiency (and overdone editing), but too much of this film is taken up with the amorous interactions. The only variation from the serious approach is the prissy parson (played hilariously by Dr Who’s Matt Smith). Surprisingly, the traditional tale is pretty effectively told, but better versions have already been made. We want more zombies!"" ]",4.0,6.0,4.0,2.0,"(0.24944444444444444, 0.575925925925926)",0.24944444444444444,0.5759259259259261,1.3551198257080614,0.15092592592592607
36640,the-english-teacher,8,TVJerry,/user/TVJerry,"May 26, 2013","[ ""This is Julianne Moore's movie. She's in almost every scene and has the chops to pull it off. She plays a single, stereotypical high school teacher with no personal life…until one of her former students returns home with a play he's written. She takes it upon herself to bring it to the stage (with the help of drama teacher, the always funny Nathan Lane). There are other supporting roles that add to the humorous momentum (notably the school administrators). This movie is as light and predictable as a TV episode and some of that could be the director, Craig Zisk, a talented veteran of the medium. Although it's in no way memorable, this is a sweet little trifle with charming comic energy."" ]",0.0,0.0,0.0,0.0,"(0.18295112781954886, 0.5752255639097744)",0.18295112781954886,0.5752255639097744,1.3534719150818222,0.15022556390977443
46927,a-dangerous-method,6,TVJerry,/user/TVJerry,"Jan 29, 2012","[ ""Be warned: any film that puts Karl Jung (Michael Fassbender) and Sigmund Freud (Viggo Mortensen) in the same room is going to be talky and loaded with psycho-babble. Toss in a sexually disturbed woman (Keira Knightley) and you've got kink, anguish and strife. Based on real events, this story looks at the relationship of the three and it's effects on the early days of psychiatry (also known as \""the talking cure,\"" this film is the talking curse!) Not enough happens and when it does, the detached direction (Cronenberg) keeps it from being emotionally involving. It's beautiful to look at and the performances are strong, but the slow pacing makes it a painful session."" ]",0.0,0.0,0.0,0.0,"(0.1108333333333333, 0.5741666666666667)",0.1108333333333333,0.5741666666666667,1.3509803921568628,0.14916666666666673
37857,pacific-rim,7,TVJerry,/user/TVJerry,"Jul 16, 2013","[ ""Giant monsters from the deep are destroying cities, but instead of just blowing them up from a distance, the world unites to build giant robots to engage in hand-to-hand combat. This is a cross between old-school Godzilla and a variation on Transformers, but to enjoy it you must be willing to accept director Guillermo del Toro's imagination. The effects are exceptional and the action is pretty cool (although sometimes confusing). The trite attempts at character involvement only serve as padding between the battles. This movie is all about the fights and del Toro's vision, so don't expect more and you'll dig it. (Stay thru the early credits for a punchline.)"" ]",2.0,4.0,2.0,2.0,"(0.1411111111111111, 0.5733333333333335)",0.1411111111111111,0.5733333333333335,1.3490196078431376,0.14833333333333348
